mii_name,body_height,body_weight,gender,eye_type,eye_color,eye_size,eye_rotation,eye_horizontal,eye_vertical,eyebrow_type,eyebrow_color,nose_type,nose_size,mouth_type,mouth_color,hair_type,hair_color,face_type,face_color,mole_enable,mole_horizontal,mole_vertical,mole_size,glasses_type,favorite_color,dataset
摭䱎坆佬敒求䅁楁灆䅢,70,77,1,5,5,0,6,2,24,1,2,26,10,5,1,119,2,0,2,0,10,17,3,1,12,nnid
穴㉪椷扵坱佐䅷㝁䩫䵹,73,48,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,16,2,1,10,nnid
䱴婑椷扵㉮奃䅑䅁䅅䅸,65,65,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,18,16,2,1,10,nnid
㍳漱穙㙎住穓䅁灁䉅䅨,71,119,1,52,4,0,3,10,0,1,2,17,9,7,5,81,2,0,2,1,2,14,2,1,12,nnid
䜴景楚㘲牤ざ䅑䉁噆䅎,71,69,0,48,4,0,1,10,0,1,2,1,10,1,5,65,2,0,2,1,26,24,2,1,11,nnid
桍歬睩睑奒䱈䅁穁剕䅈,71,107,0,51,5,0,7,10,21,1,2,1,10,1,5,81,2,0,2,0,2,14,1,1,11,nnid
歑獚⽐卍祇浪䅁煁䩫䅶,71,48,1,57,5,0,7,10,21,1,2,6,10,1,5,81,2,0,2,1,18,16,2,1,12,nnid
䩥框睩睑䅙㑋䅷十瑅䵦,70,69,1,4,5,6,10,10,6,23,3,20,10,8,1,84,3,11,3,0,2,14,4,1,10,nnid
歔䉋呱㑁套㡭䅑䍁䩇䅋,69,69,1,33,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,10,20,3,1,10,nnid
な䵊睃睑䑙䄱䅧祁婬䵎,70,115,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,1,18,16,2,1,10,nnid
䍡䉰癰㑥䘲剓䅧摁㤱䵶,69,56,1,5,5,6,1,10,0,1,2,6,10,1,5,106,2,11,3,1,18,16,2,1,12,nnid
剌批礳椷㙪匷䅁䅁䉕䅳,71,103,0,51,4,0,7,2,28,1,2,21,9,8,5,65,1,0,2,1,18,16,2,1,11,nnid
䙥䉵卪䱶䑍穁䅷㝁汇䵚,80,119,1,4,5,6,10,10,6,23,3,1,10,1,5,84,3,11,3,0,2,14,4,1,10,nnid
牡止䑅楓佯煫䅧坁ㅅ䅃,71,69,1,48,4,0,7,10,21,1,2,8,11,8,5,119,2,0,2,1,18,16,2,1,11,nnid
㔷挰穊乭㡤煒䅷桁䩆䅏,71,107,1,44,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,0,26,26,2,1,10,nnid
瑋⽪睓睑癑㙴䅧䝁䩗䅎,72,85,0,50,5,0,7,10,21,1,2,1,10,1,5,119,2,0,2,0,2,26,3,1,11,nnid
堶留湇䡢祤䕚䅑㝁栰䵉,73,111,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,1,10,14,2,1,12,nnid
畏浶穣娷㉒慢䅷䅁䉅䅆,72,89,1,53,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,2,14,4,1,11,nnid
捎㙥楢㝋啌湔䅧捁䙬䅳,71,107,0,52,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,11,nnid
䕰硷祮椷䅴䥚䅷坁㕇䵅,71,81,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,1,18,16,2,1,11,nnid
奋䭚礳椷橯䡔䅑䱁噬䅰,71,81,1,48,5,0,8,10,6,1,2,26,11,8,5,103,2,0,2,0,10,14,3,1,10,nnid
焸坦䉦〷㥸䵢䅁杁剬䅳,71,56,1,40,5,0,7,2,26,1,2,6,10,1,5,119,2,0,2,0,18,21,3,1,12,nnid
䩭㄰砯瀵捒末䅷祁䙫䅱,71,69,1,54,5,0,7,2,26,1,2,6,10,1,5,119,2,0,2,1,18,16,2,1,12,nnid
煰噦祈椷䉮䵂䅑穁桅䅷,71,69,1,51,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,11,nnid
⭖㕓呱㑁䍘噒䅷潁㕭䅆,71,69,1,1,5,0,1,10,0,1,2,1,10,1,5,103,1,0,2,0,2,14,4,1,10,nnid
⼰慐穉㙎材〲䅧呁汬䵌,69,81,1,1,5,0,8,10,27,23,3,1,10,1,5,68,1,11,3,1,2,13,3,1,10,nnid
晉煵穰乭汥い䅁䑁灬䅺,71,107,1,54,5,0,7,2,26,1,2,1,10,1,5,81,2,0,2,0,2,29,3,1,11,nnid
乐䔱䑓睬渶何䅑允硭䅷,71,56,1,48,4,0,7,10,21,1,2,26,11,1,5,119,2,0,2,1,18,16,2,1,12,nnid
獈歺瑤䡃挲㑺䅷䅁剂䅱,71,69,1,54,5,0,7,10,4,1,2,1,10,1,5,119,2,0,2,1,10,17,2,1,12,nnid
琴呣祮椷敮睇䅁畁䙕䅓,69,85,0,1,5,0,7,2,24,1,2,25,11,7,5,65,1,0,2,1,26,29,2,1,11,nnid
坓橥㉣祘栲煒䅁䅁桒䅶,72,73,1,46,5,0,7,10,21,1,2,1,10,1,5,81,2,0,2,1,2,13,3,1,12,nnid
何汁穣娷剘敂䅷ぁ桖䅴,71,119,0,51,5,0,7,10,23,13,3,1,10,1,5,119,2,0,2,1,18,19,2,1,11,nnid
ㄷ共穰乭䭤畂䅁慁㔱䅰,71,52,0,58,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,10,nnid
䈱灢兑ㅄ噧杤䅧䅁䉗䴯,80,119,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,19,2,1,11,nnid
祤灋呋㑁㕤㜶䅧慁琱䅄,72,107,0,53,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,2,14,2,1,10,nnid
卭礸睃睑奙甹䅑佁久䅨,71,119,1,50,5,0,2,2,26,9,3,1,10,1,5,119,2,0,2,0,26,25,3,1,11,nnid
䭉䄶稸娷杓楰䅑䅁䉕䅃,71,119,1,42,5,0,7,10,25,1,2,16,11,7,5,81,2,0,2,1,18,16,2,3,11,nnid
丱牐卺䱶穐則䅑呁乫䅩,67,48,1,51,5,0,7,10,27,1,2,1,10,1,5,81,2,0,2,0,10,14,3,1,10,nnid
啬穃䑫䈰㥹瀹䅁瑁扬䵒,78,69,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,10,14,4,1,10,nnid
㝃敕歈䍭癩煵䅑㑁㤱䅨,72,107,1,48,5,0,7,2,26,1,2,22,9,6,1,65,2,0,2,0,2,14,4,1,12,nnid
䑚䉣䄳䕚硈䍈䅁䵁婂䅓,71,56,1,57,5,0,7,10,21,1,2,17,9,7,5,65,2,0,2,1,18,16,2,1,12,nnid
癙噃吶㑁瑚ㅅ䅧䅁䉗䵘,69,119,1,1,5,0,10,10,6,23,3,20,10,1,5,84,1,11,3,1,10,21,2,1,10,nnid
㙩䡎扬剃刲戫䅁煁摬䅳,71,69,1,44,5,0,5,10,8,1,2,14,11,4,5,119,2,0,2,0,2,25,3,1,12,nnid
瑶硅祮椷䙴慪䅑祁䙅䅔,71,69,0,49,4,0,8,10,4,1,2,16,11,1,5,119,2,0,2,0,2,14,4,1,11,nnid
㡷䍅祈椷䥴漹䅑扁䉫䅕,72,107,1,44,5,0,8,10,4,1,2,1,10,1,5,65,2,0,2,1,18,16,2,1,11,nnid
㡇扚楌扵杴漶䅧ㅁ汅䵤,73,107,0,2,5,6,1,10,0,1,2,1,10,1,5,106,3,11,3,1,18,16,2,1,11,nnid
䕳婢呡㑁ㅤ坉䅷婁㕇䅎,72,73,1,40,5,0,8,10,10,1,2,20,9,1,5,65,2,0,2,0,10,14,4,1,10,nnid
䅌䩑畋呏㥵瑚䅧牁婬䅆,69,107,1,48,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,1,26,24,3,1,12,nnid
⭚潏䄲㥫䅫䝘䅷䍁乨䅺,71,77,1,49,4,0,8,10,4,1,2,10,11,7,5,65,2,0,2,0,2,13,4,1,12,nnid
奲⼱ㄯ敚兑潤䅑乁灩䅷,71,107,1,51,5,0,7,2,28,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
噌䑱䑅䈰欳潍䅁䑁ㄱ䵱,71,52,1,1,5,0,1,10,0,1,2,1,10,1,5,122,1,11,3,1,10,12,1,1,11,nnid
嘲㝯䐰䈰䄫㙋䅧䅁桖䅔,71,69,1,47,5,0,7,10,21,1,2,1,10,1,5,65,2,0,2,1,18,20,3,1,10,nnid
奙呗硴㙯䘰噖䅷敁婅䅵,71,107,1,54,5,0,1,10,0,1,2,22,9,7,1,119,2,0,2,1,2,14,1,2,10,nnid
䭴桴協䱶䉍䩳䅁䉁火䵶,73,115,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,1,10,14,1,1,10,nnid
佴橉䑫䈰敺㙉䅑捁䍫䵇,69,89,0,5,5,6,1,10,0,1,2,1,10,1,5,122,2,11,3,1,18,16,2,1,11,nnid
䄸⭫歅㔲䑥㙔䅷十ㅭ䅫,71,69,1,44,5,0,7,2,26,1,2,6,10,1,5,81,2,0,2,0,2,27,3,1,12,nnid
捹䑇睓睑䕤挶䅷㉁久䅍,71,107,1,21,5,0,7,10,2,1,2,20,10,1,5,65,2,0,2,0,26,28,2,1,10,nnid
㝋塤塊癇䕈椱䅁䅁䅅䅧,67,65,1,48,5,0,7,10,27,1,2,26,11,1,5,119,2,0,2,0,10,14,4,1,12,nnid
䍡兔䑅楓湳䅶䅷䅁䍅䵋,73,99,1,5,5,6,1,10,0,1,2,1,10,1,5,106,3,11,3,1,18,16,2,1,11,nnid
㥅慎楢扵味積䅷穁瑕䵅,73,48,1,4,5,6,10,10,6,23,3,1,10,1,5,84,3,11,3,1,18,16,2,1,11,nnid
睖欷呋㑁䑥䅮䅑䩁䩕䅪,71,56,1,57,5,0,8,10,8,1,2,1,10,1,5,81,2,0,2,0,26,25,3,1,11,nnid
甶㉱椷扵䝨䩖䅷㝁婬䅎,71,77,1,44,5,0,7,10,2,1,2,19,11,4,5,103,2,0,2,1,18,16,2,10,10,nnid
桔瑃祣䅥⽏甸䅁灁乫䅹,71,56,1,58,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,11,nnid
坙婳南砱睶摣䅧䭁䩫䅑,71,56,1,44,5,0,7,2,24,1,2,21,11,5,5,119,2,0,2,1,18,16,2,11,11,nnid
兡千癢慧㙲䭁䅑䅁䉆䅓,72,107,1,53,5,0,1,10,0,1,2,6,10,1,5,81,2,0,2,0,2,26,3,1,12,nnid
慡挫積娷噘杴䅷汁䍅䵍,74,77,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,10,16,0,1,11,nnid
噣琵洴䥲䉷但䅧牁摫䅋,71,69,1,50,5,0,8,10,6,1,2,21,11,1,5,119,2,0,2,1,18,18,3,1,12,nnid
癦楇䱣爴奩䠹䅷捁娱䅓,69,56,1,19,5,0,5,2,28,1,2,1,10,1,5,119,2,0,2,1,10,17,3,1,12,nnid
䡈潒匲砱歭眰䅷桁剅䅭,72,73,0,54,4,0,8,10,23,1,2,12,11,1,5,81,2,0,2,1,18,16,2,1,11,nnid
奔根吶㑁煗䱑䅁䅁硅䅨,71,69,1,40,5,0,7,2,26,1,2,7,11,1,5,103,2,0,2,0,10,21,1,1,10,nnid
㑡告噉浴敇捯䅷ㅁ砱䵹,73,103,1,14,5,6,10,10,6,23,3,25,11,9,1,106,2,11,3,0,26,29,1,12,12,nnid
䤳煱㡍搳⭄䑮䅁䩁䍅䵅,80,119,1,5,5,6,8,2,26,23,3,6,10,1,5,106,3,11,3,1,18,16,2,1,12,nnid
偰却祈椷坫ㄱ䅑䅁䉅䅨,71,52,0,40,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,11,nnid
䩈橷䐰䈰丰㝉䅁佁久䅅,71,69,0,48,5,0,3,10,6,1,2,16,10,6,5,103,2,0,2,0,10,14,3,1,11,nnid
灒先吶㑁汗佄䅑硁灆䵶,73,115,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,0,10,17,3,1,10,nnid
稸偎椷扵慴敢䅁婁䩗䵃,73,81,0,1,5,0,1,2,4,15,1,1,10,1,5,84,1,11,3,0,10,12,3,1,10,nnid
㍣啲睹睑扒䵦䅧䥁剬䵘,73,99,1,38,5,6,1,10,0,1,2,1,10,1,5,106,2,11,3,1,2,30,2,1,10,nnid
䙐奁祈椷歨び䅷捁栲䅺,71,107,1,48,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,0,10,14,4,1,10,nnid
潄䭯桤㥲䡹乔䅧䅁䉆䅏,71,56,1,47,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,26,28,3,1,11,nnid
浌偉来塐䉑㑲䅁呁商䅷,68,107,1,2,5,0,6,10,8,1,2,2,10,5,5,65,2,0,2,0,18,21,3,1,12,nnid
偺⽰䐰䈰㡸䤫䅷㑁乫䅑,71,85,0,55,5,0,7,10,21,1,2,1,10,1,5,103,2,0,2,1,10,12,1,1,10,nnid
汯晲渳瑹橁呮䅁䅁䉅䅅,71,111,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,0,2,1,26,24,3,1,12,nnid
㥋乺積娷䱓䙤䅑䩁瑆䅲,71,107,0,1,5,0,1,10,0,1,2,1,10,1,5,119,1,0,2,0,10,14,4,1,11,nnid
䙔噰䥰电敘歆䅁㕁㄰䅉,71,56,1,51,5,0,8,10,21,1,2,6,10,1,5,65,2,0,2,1,2,28,2,1,12,nnid
祤⭅呱㑁偗㡔䅧䉁婅䅫,71,56,0,48,5,0,1,10,0,1,2,25,11,8,5,81,2,0,2,0,2,14,4,1,10,nnid
楂啲楢扵奵歆䅷䭁乫䅄,71,103,0,53,5,0,7,10,17,1,2,1,10,1,5,81,2,0,2,1,2,14,1,1,11,nnid
⭊奥䥩㙊敨睍䅑ㅁ剬䅏,71,107,1,50,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,0,2,26,4,1,12,nnid
兮坐䐰䈰䥹楴䅁䅁剆䅬,71,89,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,18,16,2,1,10,nnid
㥙洸睩睑㝣佂䅑䍁瀱䅓,71,56,1,57,5,0,7,2,28,1,2,1,10,1,5,119,2,0,2,0,2,29,3,1,11,nnid
㜷穊杨敱㌲樳䅁䵁剬䅐,72,73,0,54,4,0,7,2,28,1,2,14,11,7,5,81,2,0,2,0,2,14,4,1,10,nnid
䭥䅯䑅䈰搹䉅䅷畁摆䅪,71,69,1,58,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,0,26,27,4,1,10,nnid
ㅳ慧卄䱶煐⭉䅧㕁䉕䵔,70,99,1,20,5,6,1,10,0,23,3,11,9,5,5,106,3,11,3,1,2,12,1,15,10,nnid
䑰唲灁捭杯䩶䅧啁瑬䅴,71,69,1,48,5,0,8,10,8,1,2,1,10,1,5,65,2,0,2,1,18,19,1,1,12,nnid
䡴坩祘椷慶積䅧䅁䉅䵦,71,77,1,4,5,6,10,10,6,23,3,1,10,1,5,84,3,11,3,1,18,16,2,1,11,nnid
佴㝪杨敱䈵䑄䅑摁剒䵎,71,107,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,2,27,2,1,12,nnid
⬷甹㑖何浯歄䅧瑁瑫䵧,69,81,1,4,5,6,10,10,6,23,3,6,10,1,5,84,3,11,3,1,10,18,2,1,12,nnid
⽚楰㉹ㅴ汊䕳䅑㡁剆䅓,70,107,1,7,1,5,7,11,10,13,3,6,10,1,5,81,1,0,2,1,10,18,3,1,12,nnid
㥋半啙䍯乇則䅁硁䈲䅋,71,85,1,53,5,0,7,10,21,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
婧塈啩乂湃䕕䅧䕁䙅䅅,71,56,1,53,5,0,8,10,21,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
橯㍘䩂獆䱔硨䅁敁硇䅮,71,56,1,45,5,0,8,10,0,1,2,22,11,1,5,65,2,0,2,0,10,14,4,1,12,nnid
㝙然祍䅥敐䕉䅁䭁䉇䅐,71,119,0,48,4,0,7,10,10,1,2,17,9,8,5,81,2,0,2,0,10,19,4,1,10,nnid
㡲硰卄䱶楐䩱䅧䅁框䅂,71,52,1,47,5,0,7,2,28,1,2,21,9,1,5,65,2,0,2,1,10,16,2,1,11,nnid
㉕䰲睔䌸癯睡䅧䅁硅䅏,71,107,1,50,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,0,10,14,4,1,12,nnid
䭓㌫稵乭䝦栲䅷䅁䉅䵎,65,65,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,18,16,2,1,11,nnid
㙄䱘穉㙎湐き䅧瑁㥭䵌,70,111,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,10,14,3,1,11,nnid
つ㍒睹睑湑⽔䅧ㅁ慆䵋,73,85,1,25,5,6,1,10,0,1,2,1,10,1,5,106,2,11,3,1,18,16,2,1,10,nnid
䜵牲楲扵㝧ぃ䅧䩁婬䵱,69,115,0,1,5,0,1,10,0,1,2,1,10,1,5,106,1,11,3,1,18,16,2,1,10,nnid
祘䵕䕳牫牸捣䅑流䝇䴹,77,115,1,54,5,6,6,10,10,23,3,1,10,5,5,122,3,11,3,1,10,19,2,4,12,nnid
䉰扎祈椷歯剸䅧䅁硇䅂,71,81,0,54,5,0,7,10,6,1,2,13,10,7,5,65,2,0,2,1,18,16,2,1,11,nnid
⽯䡒祈椷䥳浶䅷䥁汭䴶,80,119,1,56,4,6,16,10,27,23,3,24,9,16,5,68,4,11,3,1,19,16,11,2,11,nnid
偹穖稴㙎奎坰䅷䅁硇䅮,71,69,1,44,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,11,nnid
倲䙵稵乭䕦奲䅁畁久䅴,71,56,0,55,5,0,7,10,19,1,2,1,10,1,5,103,2,0,2,0,26,24,4,1,11,nnid
䡎兩瑶煨书批䅁灁桇䵦,69,115,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,1,18,16,2,1,12,nnid
扫敕獰瑙橙伱䅧牁⭬䵋,74,77,1,11,5,6,9,10,21,23,3,24,11,10,5,68,3,11,3,1,10,16,0,1,12,nnid
㔷朸呡㑁乢⭪䅧䍁䩕䅲,71,69,1,53,4,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,10,nnid
穤㍤呱㑁し湯䅧䍁㕭䅨,71,119,1,52,4,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,10,22,3,1,10,nnid
㑳䉑杨敱啸⽂䅁䅁剆䵃,70,48,1,7,5,6,9,10,19,23,3,19,10,49,0,68,2,11,3,0,25,27,8,3,12,nnid
桴䕲楖漹灹爳䅑䑁䙕䅏,71,69,1,51,5,0,2,10,6,7,3,15,11,7,5,65,2,0,2,0,18,17,3,1,10,nnid
硐慅楢扵䱯儸䅷十㑗䩆,107,48,0,43,5,0,7,2,26,1,2,14,11,7,5,81,2,0,2,0,27,26,5,7,11,nnid
楓歷㍦楯䅱刱䅑啁剆䵦,69,111,1,38,5,6,10,10,4,23,3,11,10,6,5,122,2,11,3,1,18,21,3,1,12,nnid
㥥䱄桔㥈⭇灗䅑䅁䍅䵂,71,52,1,10,5,6,6,10,4,23,3,1,10,1,5,122,3,11,3,1,18,16,2,1,12,nnid
偓䥶婉䅂䵬畕䅁㉁噆䅔,72,65,1,40,5,0,8,10,8,1,2,8,11,7,1,65,2,0,2,1,18,16,2,1,12,nnid
漶愸楲扵捧⭸䅧婁䘱䅎,71,56,0,50,5,0,7,10,10,1,2,25,11,1,5,103,2,0,2,1,2,30,2,1,10,nnid
㉫䡢䐰楓兰牒䅷䩁䉆䅪,71,56,0,53,5,0,7,10,19,1,2,12,11,8,5,119,2,0,2,0,10,12,3,5,11,nnid
㌶㈫穚乭畣㐯䅁穁䈰䅃,71,56,1,50,5,0,7,10,25,1,2,18,11,7,5,81,2,0,2,0,2,27,2,6,10,nnid
摍㍱積娷㍤獳䅑䅁䉅䴵,70,99,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,2,14,4,1,11,nnid
䉴测䐰䈰䈷塓䅑慁䙕䅆,71,119,1,58,5,0,7,10,10,1,2,8,11,8,5,81,2,0,2,0,26,28,3,1,10,nnid
㠷㙂眷婦晇手䅁煁摬䅪,72,73,1,44,5,0,8,10,0,1,2,1,10,1,5,81,2,0,2,1,18,16,0,1,12,nnid
匴倳䑫䈰䜱流䅁潁䈰䅂,71,119,0,53,5,0,7,2,26,1,2,1,10,7,1,81,2,0,2,0,27,25,6,7,10,nnid
䍴瑬䑫䈰洹䴳䅑乁㕇䅋,72,85,1,48,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,1,10,17,3,1,10,nnid
䝥啪祘椷楨奲䅧䕁瑬䅍,71,85,1,53,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,10,18,3,1,11,nnid
㍰猲〴煱ㅹ䥋䅑䅁䉅䅲,71,85,1,48,5,0,7,2,26,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
瀸畋祈椷䵧兢䅧瑁䉭䅎,71,107,1,44,5,0,8,10,21,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
䤯䱉楲扵奶匵䅷噁框䅍,70,85,1,2,5,0,6,10,6,1,2,1,10,1,5,119,2,0,2,0,2,12,3,1,10,nnid
全兯䑫楓癳穢䅷䱁久䴯,73,107,1,14,5,0,5,10,21,1,2,2,10,4,5,122,2,11,3,0,18,16,4,12,11,nnid
䜴塐允ㅄ㝭晉䅑允䈲䅰,72,89,0,53,5,0,7,10,2,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,11,nnid
楥ㅷ䑅楓㥩䅏䅷噁婬䅎,71,69,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,0,2,14,4,1,11,nnid
摇㜳捸煵䌰捁䅧䅁䉅䅴,71,107,1,48,5,0,7,2,24,1,2,20,9,1,5,103,2,0,2,1,18,16,2,1,12,nnid
䭈橅䥙㍂䩆湔䅧䭁灂䅭,71,69,1,48,5,0,7,2,26,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
䤱佚灓⽯嘷剬䅷䑁䩫䵙,73,85,1,5,5,6,1,10,0,1,2,6,10,1,5,122,3,11,3,1,26,27,1,1,12,nnid
樰嘯穙㙎煈癘䅑橁剬䅪,71,103,0,58,5,0,7,10,10,1,2,16,9,1,5,81,2,0,2,0,10,16,1,1,10,nnid
塋吸積娷汓硡䅧㥁硭䅋,71,107,1,52,5,0,8,10,21,1,2,1,10,1,5,81,2,0,2,0,10,13,2,1,11,nnid
䝚琸桎㥲浹灎䅷硁汬䅨,71,81,1,48,5,0,7,10,2,1,2,1,10,1,5,103,2,0,2,1,26,29,2,1,10,nnid
㕳奵卪䱶呃橐䅁坁噕䅎,72,85,1,58,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,1,10,17,2,1,12,nnid
㜷呆䝢獰瑢祗䅧ㅁ䙅䅐,72,77,1,54,5,0,3,10,0,1,2,20,9,1,5,119,2,0,2,0,18,18,3,8,12,nnid
啕晰潗卮牒䥔䅁祁剆䅐,71,99,1,48,5,0,8,10,8,1,2,1,10,1,5,103,2,0,2,0,10,14,4,1,12,nnid
⽣呱圷㈱㜳䡶䅧䅁䉅䵌,73,69,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,11,3,1,18,16,2,1,12,nnid
捩猯硴㙯㔵䱖䅧㙁㔱䅨,71,81,0,48,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,2,12,3,1,11,nnid
㙄㉵穊乭佥浄䅁瑁ㅖ䅌,71,69,1,44,5,0,7,2,26,1,2,1,10,1,5,103,2,0,2,0,2,25,2,1,11,nnid
女穕協䱶桏伹䅧䥁桭䅨,72,85,1,48,4,0,7,10,21,1,2,1,10,1,5,119,2,0,2,0,2,14,4,1,10,nnid
桰奨祘椷䵴睭䅷硁汫䵦,69,56,1,1,5,0,1,10,0,1,2,1,10,1,5,106,1,11,3,1,2,13,0,1,11,nnid
獒兲扏䵋甸䈹䅑瑁汫䅩,71,85,1,58,5,0,8,10,8,1,2,6,10,1,5,81,2,0,2,1,2,30,3,1,12,nnid
偌漹祈椷䙩㥑䅷䑁瑫䅴,71,107,0,54,5,0,4,10,4,1,2,23,11,1,5,81,2,0,2,0,10,17,3,1,11,nnid
剷〹楇䭕䕏晃䅁䅁䉓䄰,71,56,1,58,5,0,7,10,19,1,2,25,11,7,5,65,2,0,2,1,18,16,2,1,12,nnid
攸㉃稴㙎㉈洹䅷灁㄰䵔,73,73,0,55,4,6,13,10,21,4,2,16,11,1,5,65,4,11,3,0,26,28,2,4,10,nnid
啵㝄䐰䈰眳䕚䅁摁摆䅕,69,115,0,1,5,0,1,10,0,1,2,1,10,1,5,119,1,0,2,0,10,22,3,1,10,nnid
健䵇祘椷㕪㕲䅑䩁䉕䅇,71,107,0,57,5,0,7,10,10,1,2,19,11,7,5,119,2,0,2,0,26,28,3,1,11,nnid
奌䕃穚乭偤ぐ䅧䅁硇䅴,71,69,0,48,5,0,7,2,24,1,2,19,11,7,5,65,2,0,2,0,10,14,4,5,11,nnid
㠷䑐穉㙎䭁偧䅁乁桭䅫,71,89,1,53,5,0,7,10,25,1,2,6,10,1,5,81,2,0,2,0,10,14,4,1,12,nnid
䭅䕶硎㙯欯失䅁㡁䩫䄵,72,85,1,54,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
椶䥱穉㙎歐䕐䅷䅁䉇䅅,71,56,1,46,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,10,nnid
㘷㑮㝧䍇扗汪䅑㡁硕䅎,71,69,1,53,4,0,1,10,0,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
摋㉒稸娷䡒䅤䅑硁噆䅔,71,52,1,50,5,0,7,10,10,1,2,1,10,1,5,81,2,0,2,1,10,20,3,1,11,nnid
䥎晬歗䉬䅦㍇䅧䅁硃䅱,71,56,1,53,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,0,18,19,3,1,12,nnid
剨扰橦㡗㉶呯䅧䅁䍅䵷,79,48,1,55,4,6,5,10,4,1,2,22,11,15,1,68,4,11,3,1,18,16,2,1,12,nnid
䩌䕈湇ㅡ欰で䅧敁婂䅩,71,85,1,1,5,0,5,10,2,1,2,6,10,1,5,103,1,0,2,0,10,14,4,1,12,nnid
扢㉕䐰䈰䨳䩯䅷㡁ㅅ䵌,69,111,1,1,5,0,1,10,0,1,2,1,10,1,5,122,1,11,3,0,2,14,4,1,11,nnid
畇啬楢扵㍴奂䅁祁㕖䵃,73,81,1,49,1,5,7,11,0,1,2,1,10,1,5,122,2,11,3,0,10,17,3,1,11,nnid
㑣奰呋㑁摥剢䅑捁灆䵘,73,85,0,25,5,6,1,10,0,1,2,1,10,1,5,106,2,11,3,0,2,29,3,1,10,nnid
ㅲ乔桂啌党⽭䅧硁䩅䅔,72,85,1,44,5,0,8,10,4,1,2,22,11,7,1,65,2,0,2,1,18,16,2,10,12,nnid
䅌汈楌扵摶䩈䅷䩁噬䅎,71,85,1,44,5,0,1,10,12,13,3,1,10,1,5,81,2,0,2,0,2,14,4,1,11,nnid
偰㍖祈椷啶祏䅁硁䙅䅑,71,69,0,51,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,0,10,21,4,1,11,nnid
